"","Hotelling-T2"
"89.5448331069509",26.797
"193.111759379871",26.793
"118.991157224443",26.788
"423.162471234346",26.739
"76.0174341736614",26.726
"437.185935824853",26.717
"177.040057962201",26.688
"355.272782894477",26.675
"556.23232201725",26.673
"158.08241266096",26.655
"317.147953456508",26.626
"331.039922230938",26.614
"309.203476578349",26.611
"228.884197686168",26.517
"146.984706923077",26.472
"245.114787548771",26.45
"107.085436260641",26.403
"554.392787917218",26.373
"553.389265463298",26.344
"162.041135269533",26.296
"225.071364921926",26.282
"365.276731865042",26.261
"383.04959",26.255
"361.192321075742",26.184
"318.820308843183",26.157
"116.907048661158",26.088
"157.018276147887",26.079
"89.124098114596",25.969
"125.984950960604",25.95
"313.065340799499",25.913
"333.026047909412",25.892
"453.70344714111",25.879
"531.306708643849",25.827
"420.316147685307",25.807
"70.994956272773",25.786
"279.030348498485",25.745
"258.056545157421",25.738
"307.00003",25.702
"118.904042952776",25.695
"258.15468574232",25.68
"371.017671614125",25.661
"117.990365445662",25.643
"205.059669845952",25.641
"206.529486377767",25.598
"138.060666855628",25.596
"372.245032353251",25.544
"396.085363817848",25.538
"70.9938148005388",25.535
"310.938304408459",25.523
"281.402437825722",25.459
"197.040498669365",25.449
"188.022653179893",25.395
"162.180874662979",25.367
"70.9925129121915",25.352
"161.06387156566",25.31
"171.018149501729",25.307
"215.047612610546",25.281
"70.9831983064661",25.217
"323.998615370034",25.201
"288.017171828369",25.194
"137.530155581958",25.18
"239.050293111481",25.16
"162.006778925152",25.15
"276.114219216965",25.138
"401.125729104133",25.122
"263.14051911827",25.12
"330.93281290715",25.115
"387.150641377567",25.112
"500.914552113098",25.109
"118.034795640157",25.104
"266.911507691599",25.08
"230.144732917347",25.065
"164.118073885987",25.034
"87.00241967856",24.998
"354.779606759003",24.94
"363.213008746635",24.92
"292.261302454283",24.881
"138.97063820842",24.851
"86.9474959902519",24.824
"205.062325291862",24.804
"198.097200017459",24.782
"141.088465043868",24.758
"160.097187025701",24.754
"506.265964503309",24.73
"108.042805799637",24.676
"336.113631231292",24.656
"143.035741216343",24.65
"438.72068912129",24.626
"403.305662759815",24.606
"209.039476245574",24.595
"294.186691566582",24.583
"167.032763448312",24.571
"469.199614050384",24.526
"70.9789048383699",24.475
"407.188609216909",24.461
"235.020708554679",24.457
"271.028628738357",24.455
"297.091946187142",24.44
"315.192408948484",24.428
"104.036180858933",24.348
"243.139360662113",24.289
"221.05266876343",24.257
"87.0255998988476",24.251
"177.100217511689",24.223
"214.517912497247",24.185
"165.088546120198",24.177
"154.044623705572",24.175
"410.994574197422",24.149
"335.104355426408",24.146
"83.0339502895739",24.146
"404.167013661872",24.131
"123.116750898226",24.128
"92.0397939187612",24.1
"565.982894671895",24.054
"346.727093772229",24.007
"229.104596292513",23.96
"463.896639253801",23.956
"165.943429463769",23.949
"215.149666595711",23.942
"492.593953333865",23.934
"167.077922627803",23.922
"394.280807765",23.898
"107.011077026188",23.851
"207.159077617141",23.834
"483.908328055869",23.79
"231.096589588344",23.778
"460.299462271754",23.766
"185.112438730159",23.763
"143.067779604761",23.737
"157.020317805362",23.732
"328.80308258164",23.729
"89.0556610659251",23.615
"196.053787417777",23.598
"321.11145731984",23.583
"450.861604573593",23.574
"106.538697568309",23.503
"74.5305628123517",23.502
"89.0434889726089",23.491
"282.957655343914",23.485
"89.0114265218507",23.463
"263.012377938081",23.455
"200.175764317247",23.416
"275.109900704266",23.396
"91.0239739773215",23.382
"245.005927778971",23.326
"375.036340751869",23.311
"552.941488032159",23.307
"102.091247317561",23.277
"171.122308611715",23.271
"255.012335737395",23.267
"88.5247572976724",23.243
"129.022171857677",23.242
"170.050533163094",23.229
"104.554934059881",23.227
"329.046709023177",23.219
"88.9925856481786",23.213
"354.010405667785",23.193
"273.922990794344",23.18
"129.055204719127",23.154
"371.045846037341",23.149
"95.0188392996338",23.143
"247.989669573787",23.103
"201.03290254717",23.093
"121.028339039742",23.078
"71.0016820337819",23.03
"70.9798085422988",23.019
"368.13148521955",23.01
"349.17684",23.004
"418.967912921937",22.999
"140.039850527101",22.995
"556.31056",22.979
"316.069552309182",22.954
"303.104924052909",22.954
"88.9931764188933",22.95
"332.797753047382",22.942
"70.0125919830843",22.936
"169.083420530117",22.934
"322.803771079978",22.917
"323.255535405069",22.917
"277.087178612978",22.914
"151.072878340634",22.912
"327.192086448396",22.907
"165.052159433793",22.903
"186.120587549975",22.887
"134.966225191215",22.852
"135.171047733984",22.839
"154.133399362944",22.836
"322.110441383255",22.829
"252.060406450972",22.827
"183.062740521405",22.796
"158.012439742035",22.796
"99.0407872138264",22.794
"351.882828125908",22.792
"89.0519953722787",22.787
"118.033780589605",22.78
"188.033274611731",22.719
"79.5194055142741",22.708
"253.196476250027",22.681
"391.17189435266",22.676
"122.03529833759",22.642
"215.153704932138",22.596
"81.0536998461374",22.554
"179.139607484396",22.539
"114.025555127632",22.526
"532.879781875567",22.517
"341.118183824333",22.476
"474.348089491911",22.472
"70.9891253217693",22.467
"152.128409187264",22.445
"191.189640517246",22.443
"268.116242882352",22.437
"191.010128986103",22.43
"416.004741076291",22.423
"263.056032980907",22.419
"228.020047453032",22.415
"207.062674058482",22.402
"362.837807208698",22.397
"284.994916735766",22.365
"157.019280432855",22.335
"83.5315639194204",22.328
"89.0109289844586",22.327
"365.15039",22.321
"149.56049088237",22.27
"393.082958001024",22.261
"78.036883727397",22.249
"198.053057908756",22.247
"199.038131749095",22.243
"114.106754580344",22.215
"386.895265224069",22.212
"105.042244792466",22.192
"370.752942983461",22.154
"70.9821575109523",22.148
"379.136325837658",22.146
"301.13584",22.135
"133.980821307998",22.132
"148.028095136245",22.127
"255.11002364729",22.098
"450.039779472196",22.074
"269.255168936936",22.066
"257.948985954348",22.057
"96.0195928985492",22.053
"363.162305681641",22.03
"185.093393806786",22.026
"86.8480095543203",22.02
"540.10458",22.006
"191.132521207925",21.989
"101.024959161083",21.963
"233.112971193468",21.925
"92.9859145709496",21.915
"119.091058314689",21.91
"320.140100527086",21.904
"468.746267604923",21.891
"407.135101336799",21.842
"202.011104977394",21.807
"360.243743058617",21.796
"533.922613550688",21.788
"103.520274268466",21.75
"203.103089714339",21.727
"394.282276628618",21.718
"163.07445699628",21.712
"91.0589279581613",21.699
"193.035421700275",21.689
"89.1152995175536",21.688
"144.041944101742",21.684
"461.270068125248",21.68
"86.8861479511479",21.66
"97.5471150939612",21.652
"418.231799431986",21.642
"300.030752306186",21.624
"250.186577999166",21.623
"406.294572603406",21.621
"337.237656251249",21.601
"128.994637939644",21.585
"532.298181243704",21.568
"84.0112492382613",21.568
"322.111838112434",21.558
"292.948456231143",21.549
"180.032611355249",21.547
"148.027549242621",21.545
"154.990410863811",21.544
"70.9828821644292",21.53
"160.896865453061",21.512
"249.020776415297",21.487
"102.090296741573",21.482
"195.968281241412",21.467
"468.690092810178",21.441
"112.040607117731",21.438
"436.971490891795",21.423
"338.876822840936",21.42
"257.233376265917",21.419
"401.127745585736",21.402
"89.0374116669209",21.37
"473.93453165881",21.364
"220.915876509456",21.348
"468.199852010808",21.34
"70.9809043260853",21.335
"178.963248198495",21.328
"202.050565247208",21.32
"86.9999849880805",21.294
"119.045086345754",21.285
"292.09299",21.275
"315.13152528776",21.273
"347.146080397023",21.263
"541.120442330945",21.252
"340.190537124244",21.21
"178.114417901844",21.192
"368.227829429225",21.183
"335.947196173827",21.175
"92.9414058157698",21.174
"478.956139656721",21.153
"416.28522357913",21.144
"357.27837389663",21.14
"161.910725008678",21.139
"89.9994356220655",21.114
"107.010210342738",21.113
"341.266194912461",21.101
"94.9595303394139",21.093
"229.077711796819",21.089
"78.9822546573109",21.081
"160.152598337408",21.078
"185.059894662425",21.076
"86.9967313672224",21.069
"490.073350506458",21.067
"566.6955056989",21.059
"143.004105276657",21.055
"313.066651214401",21.046
"353.987541805758",21.026
"162.007437996328",21.025
"530.990656347316",20.998
"179.072320069034",20.992
"269.037571627929",20.99
"369.245996096621",20.971
"85.0258871201114",20.951
"215.052588219806",20.94
"229.068207628402",20.932
"215.02872547549",20.921
"466.945639837862",20.919
"89.4806567990552",20.915
"350.76216",20.908
"318.020275644126",20.897
"177.127528225043",20.892
"446.957603994832",20.882
"573.236194540453",20.88
"114.544997997703",20.879
"157.146938140199",20.878
"343.132358263344",20.847
"491.983990671834",20.846
"271.063961891133",20.824
"381.701457055748",20.816
"142.893081374744",20.813
"84.011367331074",20.805
"205.512847032206",20.805
"290.813136526453",20.803
"342.014467829628",20.775
"558.332921921449",20.757
"129.038964277677",20.744
"261.022799785239",20.735
"467.188616380597",20.723
"291.230469672116",20.715
"505.940951420954",20.709
"113.981122524767",20.681
"129.069682087643",20.667
"275.053074487196",20.66
"294.190996134235",20.651
"155.129058325124",20.643
"213.052157931274",20.643
"414.713853417134",20.638
"81.0141965713019",20.638
"588.260845849354",20.618
"336.229720505539",20.613
"120.901089047227",20.607
"209.076018804889",20.586
"273.146101896431",20.585
"247.990875906577",20.568
"89.0499126580282",20.566
"426.793783455013",20.565
"136.125044181803",20.558
"86.8767914218199",20.549
"264.060838710963",20.526
"238.879652392839",20.524
"146.986038285714",20.51
"526.920493331549",20.506
"122.072096860451",20.503
"340.186230875695",20.499
"89.0453070689996",20.476
"533.286258391722",20.471
"420.965135344774",20.47
"178.085294156423",20.466
"187.120740383",20.45
"293.114804314753",20.449
"321.879170219303",20.439
"329.533033072627",20.438
"125.057239450116",20.408
"309.276261769623",20.404
"334.214094549644",20.403
"319.136206326902",20.384
"154.130685515395",20.34
"569.363297353158",20.335
"480.705013507499",20.333
"304.742619417429",20.319
"577.052988273957",20.319
"269.105832147707",20.313
"360.884835167764",20.298
"540.680309965318",20.283
"86.024993237103",20.278
"297.239922910264",20.277
"555.328941820415",20.238
"296.976276700276",20.238
"194.024611628137",20.237
"249.136943348687",20.219
"482.171119475052",20.214
"154.076036969515",20.208
"303.17288963068",20.197
"309.126273830705",20.197
"582.936951090353",20.183
"71.0291090872418",20.172
"80.0569486088522",20.159
"430.984256689982",20.156
"279.135907064951",20.143
"104.025997524898",20.138
"129.050572142857",20.134
"472.983039800174",20.087
"313.006485753057",20.066
"313.213506959638",20.042
"143.003208915179",20.026
"89.0430661889336",20.025
"319.004300918747",20.015
"580.755986328208",19.998
"180.106166116386",19.98
"392.752601344517",19.979
"217.156234511116",19.977
"354.805349992231",19.964
"224.01055377477",19.963
"460.123235158475",19.951
"481.316495813401",19.949
"298.972648315753",19.942
"120.034169860338",19.941
"238.164990731587",19.919
"96.5396649022704",19.914
"191.190820100093",19.898
"315.135381991763",19.871
"464.97074",19.866
"296.000235105493",19.863
"266.172538211144",19.854
"287.179800102647",19.825
"244.978354225646",19.817
"92.9614554504963",19.811
"329.096118550156",19.811
"540.298006316775",19.81
"396.061659556649",19.809
"273.073235082544",19.806
"132.066379811795",19.806
"484.199023099097",19.791
"316.776485378998",19.785
"333.051321353322",19.764
"359.165516008823",19.758
"385.378708752946",19.757
"291.136840127809",19.727
"367.153516143784",19.723
"267.192962954368",19.718
"96.9720364395695",19.707
"300.031724915928",19.705
"410.992283440975",19.697
"365.157085718896",19.688
"162.893947009376",19.686
"188.040954463775",19.686
"393.304211135704",19.683
"368.179330640256",19.676
"201.094877512802",19.662
"364.963354422713",19.662
"178.128145781433",19.655
"244.87040720244",19.648
"135.004003991498",19.645
"169.0791728",19.642
"221.14980778484",19.635
"136.952546110272",19.629
"350.25382852651",19.629
"335.292529063746",19.621
"132.987137982439",19.613
"405.1229998473",19.602
"283.150900876751",19.579
"385.143828510751",19.557
"411.190907064321",19.544
"392.839391869137",19.542
"352.224590254712",19.54
"543.223036548045",19.529
"87.0347880800292",19.521
"203.114288840397",19.515
"118.096289526375",19.509
"146.054532544124",19.502
"364.957757542137",19.492
"94.9600090863129",19.489
"307.921211581355",19.475
"359.169383678667",19.468
"209.082055130211",19.451
"129.022742109392",19.443
"199.109014899503",19.429
"170.892235026416",19.428
"94.9394199183588",19.424
"274.076730337957",19.422
"203.048545652174",19.41
"208.935887433402",19.409
"81.5204365537354",19.407
"469.976296522414",19.395
"71.0011236326989",19.388
"273.062859387391",19.382
"398.741169741717",19.363
"154.87906251438",19.356
"187.042229136615",19.348
"562.059937924396",19.344
"469.979354543142",19.331
"177.023546444965",19.326
"228.097456970795",19.325
"406.292399382791",19.325
"97.0259826172778",19.321
"497.300531908752",19.295
"300.970121241554",19.295
"166.952016616849",19.282
"239.161567096044",19.277
"129.100943029973",19.275
"171.07779750468",19.275
"352.978338334071",19.266
"167.104181813475",19.246
"474.107991959629",19.238
"80.9633243786811",19.237
"126.025277349626",19.218
"231.102040188034",19.214
"137.06525276962",19.196
"129.892508931955",19.196
"156.066730800272",19.186
"421.929210722966",19.186
"98.526289482894",19.185
"159.04167849615",19.182
"376.984218664311",19.162
"231.026399720839",19.156
"250.113104675963",19.154
"90.0287524912449",19.154
"375.332847402083",19.122
"332.022292183023",19.119
"178.056378296902",19.098
"152.126922402483",19.097
"469.09858648853",19.096
"303.147980391573",19.095
"310.209718996613",19.09
"353.266027066275",19.088
"185.045383895843",19.087
"239.052740769848",19.083
"536.224878035074",19.082
"269.018363107774",19.08
"322.824245294186",19.077
"205.070101541909",19.071
"474.186033977976",19.069
"135.988287074542",19.066
"118.026765905233",19.057
"277.019765402936",19.047
"217.091953305102",19.045
"314.062766099122",19.044
"125.032083529503",19.035
"235.205624583577",19.022
"212.853218793003",19.017
"140.105105010885",19.016
"171.170847142857",19.013
"92.9142039965142",19.003
"558.041998947476",19.002
"87.0005204063824",19
"460.739088150845",18.986
"241.129426510415",18.983
"155.046629483115",18.962
"92.0426352129112",18.953
"86.9843440527349",18.932
"437.75370802298",18.909
"158.047823229748",18.905
"80.0421627371244",18.902
"291.212559485735",18.898
"485.302105344938",18.889
"172.097938167385",18.869
"344.131780760245",18.854
"370.24335114011",18.852
"457.270489253807",18.851
"96.9125473849653",18.845
"564.664660172273",18.836
"87.0199579283807",18.83
"139.039002528623",18.829
"195.068632218853",18.828
"244.036761641975",18.825
"389.208154228134",18.819
"202.013573132293",18.812
"570.755357954811",18.81
"70.998510921958",18.809
"147.032666713914",18.806
"547.252631669558",18.799
"539.206750299391",18.794
"70.990965734083",18.783
"195.06743505543",18.782
"345.983365908606",18.782
"280.910231246203",18.77
"87.0010034003149",18.766
"242.115117949978",18.744
"387.258869924679",18.718
"165.000095235994",18.718
"125.045838917317",18.713
"221.15195839523",18.71
"457.328776299821",18.705
"278.82559",18.681
"385.291649342103",18.644
"127.041978697543",18.642
"70.9995588491004",18.633
"313.243855869864",18.632
"184.020985137955",18.607
"127.07285595697",18.603
"195.071448634947",18.603
"269.253163924041",18.591
"462.290547071072",18.589
"170.021341402327",18.588
"283.901897833965",18.584
"191.140661355454",18.567
"191.129227251496",18.563
"200.974299501241",18.563
"273.961967984672",18.554
"88.9557216921476",18.544
"193.062485337728",18.544
"512.586253624793",18.543
"207.023464215703",18.521
"586.331739902618",18.518
"474.105835715129",18.512
"92.8940591259242",18.51
"223.063773184033",18.505
"230.078629053087",18.492
"317.099647052924",18.491
"180.921468904096",18.485
"89.0387332696645",18.485
"244.037836850073",18.481
"300.884081930097",18.473
"129.006033477209",18.439
"336.096787457811",18.428
"395.304916823162",18.426
"86.8883327441244",18.413
"86.8775231828986",18.409
"453.283966330795",18.409
"238.074758707002",18.407
"259.094060607778",18.399
"143.106698862373",18.395
"156.116045871627",18.394
"388.994798288589",18.392
"346.86311799023",18.387
"235.203706817536",18.382
"219.972177010042",18.37
"94.9107530960758",18.354
"230.880810404715",18.352
"350.063209898953",18.336
"89.0065069230769",18.335
"257.003372886672",18.335
"372.04058955235",18.314
"425.948814735841",18.306
"390.84455825836",18.297
"214.047901352262",18.283
"151.978488281703",18.28
"334.118180638859",18.274
"387.249580396984",18.268
"346.974150033456",18.266
"263.044068994073",18.262
"360.967265943562",18.259
"264.039924166871",18.256
"389.185484040929",18.255
"214.926999444444",18.253
"155.968870296592",18.237
"202.957935016629",18.218
"241.006419535598",18.203
"322.178189454857",18.198
"413.208989557578",18.19
"196.117928604955",18.189
"97.0163690501208",18.186
"269.039975363696",18.185
"374.178613345821",18.176
"154.90043906049",18.172
"94.933669296875",18.145
"454.948788472524",18.14
"526.732091228234",18.137
"397.159764174822",18.124
"211.045695916755",18.121
"277.990985806036",18.117
"82.537589878108",18.117
"220.026742980865",18.114
"340.802469853165",18.111
"577.391998776937",18.109
"292.907478343246",18.091
"227.944173800212",18.087
"177.031277374031",18.077
"148.961135525431",18.066
"292.080796118839",18.064
"365.018322778828",18.058
"86.9193841327486",18.052
"324.141663242764",18.052
"472.833641827781",18.043
"438.145382156074",18.04
"209.057306019995",18.039
"268.055630239103",18.037
"271.027338981735",18.023
"238.967900890222",18.021
"434.823738563835",18.008
"85.0657206547244",18.004
"116.001824107833",17.999
"209.078276140812",17.995
"258.169949521784",17.988
"253.085159380475",17.984
"181.062409868733",17.98
"155.045904102548",17.976
"480.922922130137",17.971
"268.923320676985",17.959
"396.923117984622",17.958
"238.968938068524",17.955
"267.005841977794",17.955
"398.785035185163",17.953
"76.0398455946128",17.947
"372.104688875417",17.943
"552.993346671627",17.942
"568.211422837501",17.939
"92.894489683824",17.935
"171.172573844565",17.93
"126.995522224559",17.929
"189.073312446733",17.927
"486.941579761995",17.924
"329.820869785244",17.922
"195.110123644575",17.912
"139.036534755308",17.906
"570.367296023998",17.903
"171.006282487116",17.885
"418.709229533656",17.881
"488.957601258651",17.877
"314.792224653627",17.858
"71.0127789684935",17.858
"322.86155538786",17.854
"140.968582511077",17.85
"216.955031125245",17.846
"440.357631375813",17.846
"404.865943140025",17.843
"314.236283552796",17.835
"524.686769790723",17.823
"516.745489728024",17.82
"186.850652340763",17.816
"129.048761794058",17.813
"88.076157607246",17.811
"241.031035433991",17.806
"354.804430367094",17.803
"331.126113488479",17.794
"131.542122939234",17.793
"104.961324205791",17.79
"364.16565619377",17.786
"542.22875651877",17.783
"193.006166474625",17.783
"292.900711731209",17.78
"269.12947",17.765
"315.004142513955",17.762
"506.625297920178",17.759
"565.370214573214",17.737
"130.561971341548",17.736
"360.958517460568",17.732
"369.187802868",17.73
"313.008468247737",17.725
"96.9537258075036",17.717
"94.9056458683346",17.716
"87.0087452419045",17.716
"369.12887374882",17.713
"88.9547423409623",17.709
"485.869106422537",17.701
"348.945374933445",17.696
"119.01994509916",17.694
"202.069885922256",17.694
"292.86207906283",17.692
"186.044142400803",17.689
"406.153325659414",17.675
"380.96597",17.671
"71.0003811911596",17.665
"554.876567419598",17.66
"318.10182111332",17.659
"191.018885824216",17.641
"238.969898385293",17.637
"87.0352185497908",17.634
"420.005221246274",17.629
"488.960221935888",17.622
"89.0250777942851",17.612
"70.9910492390487",17.611
"358.753333110602",17.604
"387.25112031557",17.588
"419.0697368931",17.573
"540.328166676495",17.564
"299.93379",17.56
"152.0250621875",17.547
"139.891474226149",17.544
"215.102693284004",17.541
"195.981782782228",17.539
"70.9983782487361",17.532
"77.0201656503243",17.528
"129.979023588689",17.519
"584.297142557519",17.512
"510.641721717837",17.511
"470.180658314035",17.498
"439.149941756829",17.496
"444.853479867321",17.482
"220.954972269003",17.47
"184.105558265632",17.457
"254.828431778892",17.445
"399.263014881729",17.442
"264.055876801228",17.438
"96.9610524489796",17.436
"295.937721069595",17.427
"396.78879283169",17.424
"470.069450520636",17.407
"314.075594883754",17.403
"133.980150232555",17.397
"246.133214000497",17.395
"193.083461599253",17.391
"434.219607683899",17.379
"417.030231543905",17.368
"543.736112743247",17.358
"193.110669648174",17.349
"192.931043905714",17.347
"234.002265549067",17.332
"176.06078196588",17.331
"129.049810197372",17.325
"210.089404107887",17.311
"355.89508",17.309
"363.214551523165",17.309
"269.133252397459",17.292
"370.002023236719",17.285
"532.890370380543",17.272
"112.857961666557",17.27
"152.864871819939",17.266
"386.989622807578",17.265
